AgBAL001	 Pop_0 	Agerm1_02 	170 	176
AgBTM005	 Pop_1 	Agerm1_06 	173 	173
AgBTM006	 Pop_1 	Agerm1_06 	173 	173
AgBTM007	 Pop_1 	Agerm1_06 	173 	173
AgBTM008	 Pop_1 	Agerm1_06 	173 	173
AgBTM009	 Pop_1 	Agerm1_06 	173 	173
AgBTM010	 Pop_1 	Agerm1_06 	173 	173
AgBTM011	 Pop_1 	Agerm1_06 	173 	173
AgBTM012	 Pop_1 	Agerm1_06 	173 	173
AgBTM013	 Pop_1 	Agerm1_06 	173 	173
AgBTM014	 Pop_1 	Agerm1_06 	173 	173
AgBTM015	 Pop_1 	Agerm1_06 	173 	173
AgBTM016	 Pop_1 	Agerm1_06 	173 	173
AgBTM017	 Pop_1 	Agerm1_06 	173 	173
AgBTM018	 Pop_1 	Agerm1_06 	173 	173
AgBTM019	 Pop_1 	Agerm1_06 	173 	173
AgBTM020	 Pop_1 	Agerm1_06 	173 	173
AgBTM021	 Pop_1 	Agerm1_06 	173 	173
AgBTM022	 Pop_1 	Agerm1_06 	173 	173
AgBTM023	 Pop_1 	Agerm1_06 	173 	173
AgBTM024	 Pop_1 	Agerm1_06 	173 	173
AgBTM025	 Pop_1 	Agerm1_06 	173 	173
AgBTM026	 Pop_1 	Agerm1_06 	173 	173
AgBTM027	 Pop_1 	Agerm1_06 	173 	173
AgBTM028	 Pop_1 	Agerm1_06 	173 	173
AgBTM029	 Pop_1 	Agerm1_06 	173 	173
AgBTM030	 Pop_1 	Agerm1_06 	173 	173
AgBTM031	 Pop_1 	Agerm1_06 	173 	173
AgBTM032	 Pop_1 	Agerm1_06 	173 	173
AgBPN001	 Pop_0 	Agerm1_06 	173 	173
AgBPN002	 Pop_0 	Agerm1_06 	173 	173
AgBPN003	 Pop_0 	Agerm1_06 	173 	173
AgBPN004	 Pop_0 	Agerm1_06 	173 	173
AgBPN005	 Pop_0 	Agerm1_06 	173 	173
AgBPN006	 Pop_0 	Agerm1_06 	173 	173
AgBPN007	 Pop_0 	Agerm1_06 	173 	173
AgBPN008	 Pop_0 	Agerm1_06 	173 	173
AgBPN009	 Pop_0 	Agerm1_06 	173 	173
AgBPN010	 Pop_0 	Agerm1_06 	173 	173
AgBPN011	 Pop_0 	Agerm1_06 	173 	173
AgBPN012	 Pop_0 	Agerm1_06 	173 	173
AgBPN013	 Pop_0 	Agerm1_06 	173 	173
AgBPN014	 Pop_0 	Agerm1_06 	173 	173
AgBPN015	 Pop_0 	Agerm1_06 	173 	173
AgBPN016	 Pop_0 	Agerm1_06 	173 	173
AgBPN017	 Pop_0 	Agerm1_06 	173 	173
AgBPN018	 Pop_0 	Agerm1_06 	173 	173
AgBPN019	 Pop_0 	Agerm1_06 	173 	173
AgBPN020	 Pop_0 	Agerm1_06 	173 	173
AgBPN021	 Pop_0 	Agerm1_06 	173 	173
AgBPN022	 Pop_0 	Agerm1_06 	173 	173
AgBPN023	 Pop_0 	Agerm1_06 	173 	173
AgBPN024	 Pop_0 	Agerm1_06 	173 	173
AgBPN025	 Pop_0 	Agerm1_06 	173 	173
AgBPN026	 Pop_0 	Agerm1_06 	173 	173
AgBPN027	 Pop_0 	Agerm1_06 	173 	173
AgBPN028	 Pop_0 	Agerm1_06 	173 	173
AgBPN029	 Pop_0 	Agerm1_06 	173 	173
AgBPR003	 Pop_0 	Agerm1_06 	173 	173
AgBPR004	 Pop_0 	Agerm1_06 	173 	173
AgBPR006	 Pop_0 	Agerm1_06 	173 	173
AgBPR008	 Pop_0 	Agerm1_06 	173 	173
AgBPR010	 Pop_0 	Agerm1_06 	173 	173
AgBAL001	 Pop_0 	Agerm1_07 	159 	159
AgBAL002	 Pop_0 	Agerm1_07 	159 	159
AgBAL003	 Pop_0 	Agerm1_07 	159 	159
AgBAL004	 Pop_0 	Agerm1_07 	159 	159
AgBAL005	 Pop_0 	Agerm1_07 	159 	159
AgBAL006	 Pop_0 	Agerm1_07 	159 	159
AgBAL007	 Pop_0 	Agerm1_07 	159 	159
AgBAL008	 Pop_0 	Agerm1_07 	159 	159
AgBAL010	 Pop_0 	Agerm1_07 	159 	159
AgBAL011	 Pop_0 	Agerm1_07 	159 	159
AgBAL012	 Pop_0 	Agerm1_07 	159 	159
AgBAL013	 Pop_0 	Agerm1_07 	159 	153
AgBAL014	 Pop_0 	Agerm1_07 	159 	157
AgBAL015	 Pop_0 	Agerm1_07 	159 	159
AgBAL016	 Pop_0 	Agerm1_07 	159 	159
AgBAL017	 Pop_0 	Agerm1_07 	159 	159
AgBAL018	 Pop_0 	Agerm1_07 	159 	161
AgBAL020	 Pop_0 	Agerm1_07 	159 	159
AgBAL021	 Pop_0 	Agerm1_07 	159 	159
AgBAL022	 Pop_0 	Agerm1_07 	159 	159
AgBAL023	 Pop_0 	Agerm1_07 	159 	159
AgBAL024	 Pop_0 	Agerm1_07 	159 	159
AgBAL025	 Pop_0 	Agerm1_07 	159 	159
AgBAL026	 Pop_0 	Agerm1_07 	159 	159
AgBAL027	 Pop_0 	Agerm1_07 	159 	159
AgBAL028	 Pop_0 	Agerm1_07 	159 	159
AgBAL029	 Pop_0 	Agerm1_07 	159 	159
AgBAL030	 Pop_0 	Agerm1_07 	159 	161
AgBAL032	 Pop_0 	Agerm1_07 	159 	161
AgBMR005	 Pop_0 	Agerm1_07 	159 	159
AgBMR006	 Pop_0 	Agerm1_07 	159 	159
AgBMR007	 Pop_0 	Agerm1_07 	159 	157
AgBMR009	 Pop_0 	Agerm1_07 	159 	159
AgBMR010	 Pop_0 	Agerm1_07 	159 	159
AgBMR011	 Pop_0 	Agerm1_07 	159 	159
AgBMR012	 Pop_0 	Agerm1_07 	159 	159
AgBMR013	 Pop_0 	Agerm1_07 	159 	159
AgBMR014	 Pop_0 	Agerm1_07 	159 	157
AgBMR016	 Pop_0 	Agerm1_07 	159 	157
AgBMR017	 Pop_0 	Agerm1_07 	159 	159
AgBMR018	 Pop_0 	Agerm1_07 	159 	157
AgBMR019	 Pop_0 	Agerm1_07 	159 	159
AgBMR020	 Pop_0 	Agerm1_07 	159 	159
AgBMR021	 Pop_0 	Agerm1_07 	157 	159
AgBMR022	 Pop_0 	Agerm1_07 	159 	159
AgBMR023	 Pop_0 	Agerm1_07 	159 	159
AgBMR024	 Pop_0 	Agerm1_07 	159 	159
AgBMR025	 Pop_0 	Agerm1_07 	159 	159
AgBMR026	 Pop_0 	Agerm1_07 	159 	157
AgBMR027	 Pop_0 	Agerm1_07 	159 	159
AgBMR029	 Pop_0 	Agerm1_07 	159 	159
AgBMR030	 Pop_0 	Agerm1_07 	159 	161
AgBMR031	 Pop_0 	Agerm1_07 	157 	157
AgBMR032	 Pop_0 	Agerm1_07 	159 	159
AgBMR033	 Pop_0 	Agerm1_07 	157 	159
AgBMR034	 Pop_0 	Agerm1_07 	159 	159
AgBMR035	 Pop_0 	Agerm1_07 	157 	159
AgBMR036	 Pop_0 	Agerm1_07 	159 	159
AgBMR037	 Pop_0 	Agerm1_07 	159 	159
AgBMR038	 Pop_0 	Agerm1_07 	159 	159
AgBPA001	 Pop_0 	Agerm1_07 	159 	157
AgBPA002	 Pop_0 	Agerm1_07 	159 	157
AgBPA003	 Pop_0 	Agerm1_07 	159 	159
AgBPA004	 Pop_0 	Agerm1_07 	159 	159
AgBPA005	 Pop_0 	Agerm1_07 	159 	159
AgBPA006	 Pop_0 	Agerm1_07 	159 	159
AgBPA007	 Pop_0 	Agerm1_07 	159 	159
AgBPA008	 Pop_0 	Agerm1_07 	159 	159
AgBPA009	 Pop_0 	Agerm1_07 	159 	159
AgBPA010	 Pop_0 	Agerm1_07 	159 	159
AgBPA011	 Pop_0 	Agerm1_07 	159 	159
AgBPA012	 Pop_0 	Agerm1_07 	159 	159
AgBPA013	 Pop_0 	Agerm1_07 	159 	157
AgBPA014	 Pop_0 	Agerm1_07 	159 	159
AgBPA015	 Pop_0 	Agerm1_07 	159 	159
AgBPA016	 Pop_0 	Agerm1_07 	159 	159
AgBPA017	 Pop_0 	Agerm1_07 	159 	157
AgBPA018	 Pop_0 	Agerm1_07 	159 	159
AgBPA019	 Pop_0 	Agerm1_07 	159 	157
AgBPA020	 Pop_0 	Agerm1_07 	159 	159
AgBPA021	 Pop_0 	Agerm1_07 	159 	159
AgBPA022	 Pop_0 	Agerm1_07 	157 	157
AgBPA023	 Pop_0 	Agerm1_07 	159 	159
AgBPA024	 Pop_0 	Agerm1_07 	159 	159
AgBPA025	 Pop_0 	Agerm1_07 	159 	159
AgBPA026	 Pop_0 	Agerm1_07 	159 	159
AgBPA027	 Pop_0 	Agerm1_07 	159 	159
AgBPA028	 Pop_0 	Agerm1_07 	159 	161
AgBPB001	 Pop_0 	Agerm1_07 	159 	157
AgBPB002	 Pop_0 	Agerm1_07 	159 	157
AgBPB003	 Pop_0 	Agerm1_07 	159 	159
AgBPB004	 Pop_0 	Agerm1_07 	159 	159
AgBPB005	 Pop_0 	Agerm1_07 	157 	157
AgBPB006	 Pop_0 	Agerm1_07 	159 	159
AgBPB007	 Pop_0 	Agerm1_07 	159 	159
AgBPB008	 Pop_0 	Agerm1_07 	159 	159
AgBPB009	 Pop_0 	Agerm1_07 	159 	159
AgBPB010	 Pop_0 	Agerm1_07 	159 	157
AgBPB011	 Pop_0 	Agerm1_07 	159 	159
AgBPB012	 Pop_0 	Agerm1_07 	159 	159
AgBPB013	 Pop_0 	Agerm1_07 	159 	159
AgBPB014	 Pop_0 	Agerm1_07 	159 	159
AgBPB015	 Pop_0 	Agerm1_07 	159 	157
AgBPB016	 Pop_0 	Agerm1_07 	159 	159
AgBPB017	 Pop_0 	Agerm1_07 	159 	157
AgBPB018	 Pop_0 	Agerm1_07 	159 	157
AgBPB019	 Pop_0 	Agerm1_07 	159 	157
AgBPB020	 Pop_0 	Agerm1_07 	157 	157
AgBPB021	 Pop_0 	Agerm1_07 	157 	157
AgBPB022	 Pop_0 	Agerm1_07 	157 	157
AgBPB023	 Pop_0 	Agerm1_07 	159 	157
AgBPB024	 Pop_0 	Agerm1_07 	159 	157
AgBPB025	 Pop_0 	Agerm1_07 	159 	157
AgBPB026	 Pop_0 	Agerm1_07 	159 	157
AgBPB027	 Pop_0 	Agerm1_07 	157 	159
AgBTM001	 Pop_1 	Agerm1_07 	159 	159
AgBTM002	 Pop_1 	Agerm1_07 	159 	159
AgBTM003	 Pop_1 	Agerm1_07 	159 	159
AgBTM004	 Pop_1 	Agerm1_07 	159 	159
AgBTM005	 Pop_1 	Agerm1_07 	0 	0
AgBTM006	 Pop_1 	Agerm1_07 	159 	159
AgBTM007	 Pop_1 	Agerm1_07 	159 	159
AgBTM008	 Pop_1 	Agerm1_07 	159 	159
AgBTM009	 Pop_1 	Agerm1_07 	0 	0
AgBTM010	 Pop_1 	Agerm1_07 	159 	159
AgBTM011	 Pop_1 	Agerm1_07 	159 	159
AgBTM012	 Pop_1 	Agerm1_07 	159 	159
AgBTM013	 Pop_1 	Agerm1_07 	159 	159
AgBTM014	 Pop_1 	Agerm1_07 	159 	159
AgBTM015	 Pop_1 	Agerm1_07 	159 	159
AgBTM016	 Pop_1 	Agerm1_07 	159 	159
AgBTM017	 Pop_1 	Agerm1_07 	159 	159
AgBTM018	 Pop_1 	Agerm1_07 	159 	159
AgBTM019	 Pop_1 	Agerm1_07 	159 	159
AgBTM020	 Pop_1 	Agerm1_07 	159 	159
AgBTM021	 Pop_1 	Agerm1_07 	159 	159
AgBTM022	 Pop_1 	Agerm1_07 	159 	159
AgBTM023	 Pop_1 	Agerm1_07 	159 	159
AgBTM024	 Pop_1 	Agerm1_07 	159 	159
AgBTM025	 Pop_1 	Agerm1_07 	159 	159
AgBTM026	 Pop_1 	Agerm1_07 	159 	159
AgBTM027	 Pop_1 	Agerm1_07 	159 	159
AgBTM028	 Pop_1 	Agerm1_07 	159 	159
AgBTM029	 Pop_1 	Agerm1_07 	159 	159
AgBTM030	 Pop_1 	Agerm1_07 	159 	159
AgBTM031	 Pop_1 	Agerm1_07 	159 	159
AgBTM032	 Pop_1 	Agerm1_07 	159 	159
AgBPN001	 Pop_0 	Agerm1_07 	157 	159
AgBPN002	 Pop_0 	Agerm1_07 	159 	159
AgBPN003	 Pop_0 	Agerm1_07 	159 	159
AgBPN004	 Pop_0 	Agerm1_07 	159 	159
AgBPN005	 Pop_0 	Agerm1_07 	159 	159
AgBPN006	 Pop_0 	Agerm1_07 	159 	159
AgBPN007	 Pop_0 	Agerm1_07 	159 	159
AgBPN008	 Pop_0 	Agerm1_07 	159 	159
AgBPN009	 Pop_0 	Agerm1_07 	157 	159
AgBPN010	 Pop_0 	Agerm1_07 	159 	159
AgBPN011	 Pop_0 	Agerm1_07 	159 	159
AgBPN012	 Pop_0 	Agerm1_07 	159 	159
AgBPN013	 Pop_0 	Agerm1_07 	157 	157
AgBPN014	 Pop_0 	Agerm1_07 	157 	159
AgBPN015	 Pop_0 	Agerm1_07 	159 	159
AgBPN016	 Pop_0 	Agerm1_07 	159 	159
AgBPN017	 Pop_0 	Agerm1_07 	159 	159
AgBPN018	 Pop_0 	Agerm1_07 	159 	159
AgBPN019	 Pop_0 	Agerm1_07 	159 	159
AgBPN020	 Pop_0 	Agerm1_07 	159 	159
AgBPN021	 Pop_0 	Agerm1_07 	159 	159
AgBPN022	 Pop_0 	Agerm1_07 	159 	159
AgBPN023	 Pop_0 	Agerm1_07 	159 	159
AgBPN024	 Pop_0 	Agerm1_07 	159 	159
AgBPN025	 Pop_0 	Agerm1_07 	159 	159
AgBPN026	 Pop_0 	Agerm1_07 	157 	159
AgBPN027	 Pop_0 	Agerm1_07 	159 	159
AgBPN028	 Pop_0 	Agerm1_07 	159 	159
AgBPN029	 Pop_0 	Agerm1_07 	157 	159
AgBPR003	 Pop_0 	Agerm1_07 	159 	159
AgBPR004	 Pop_0 	Agerm1_07 	159 	159
AgBPR006	 Pop_0 	Agerm1_07 	159 	159
AgBPR008	 Pop_0 	Agerm1_07 	159 	159
AgBPR010	 Pop_0 	Agerm1_07 	161 	163
AgBAL001	 Pop_0 	Agerm1_12 	125 	123
AgBAL002	 Pop_0 	Agerm1_12 	127 	125
AgBAL003	 Pop_0 	Agerm1_12 	129 	125
AgBAL004	 Pop_0 	Agerm1_12 	125 	125
AgBAL005	 Pop_0 	Agerm1_12 	135 	127
AgBAL006	 Pop_0 	Agerm1_12 	129 	125
AgBAL007	 Pop_0 	Agerm1_12 	135 	123
AgBAL008	 Pop_0 	Agerm1_12 	129 	127
AgBAL010	 Pop_0 	Agerm1_12 	129 	127
AgBAL011	 Pop_0 	Agerm1_12 	125 	123
AgBAL012	 Pop_0 	Agerm1_12 	123 	125
AgBAL013	 Pop_0 	Agerm1_12 	135 	135
AgBAL014	 Pop_0 	Agerm1_12 	137 	125
AgBAL015	 Pop_0 	Agerm1_12 	137 	125
AgBAL016	 Pop_0 	Agerm1_12 	125 	123
AgBAL017	 Pop_0 	Agerm1_12 	125 	125
AgBAL018	 Pop_0 	Agerm1_12 	123 	125
AgBAL020	 Pop_0 	Agerm1_12 	135 	125
AgBAL021	 Pop_0 	Agerm1_12 	127 	125
AgBAL022	 Pop_0 	Agerm1_12 	129 	127
AgBAL023	 Pop_0 	Agerm1_12 	127 	123
AgBAL024	 Pop_0 	Agerm1_12 	127 	123
AgBAL025	 Pop_0 	Agerm1_12 	123 	121
AgBAL026	 Pop_0 	Agerm1_12 	131 	129
AgBAL027	 Pop_0 	Agerm1_12 	123 	113
AgBAL028	 Pop_0 	Agerm1_12 	135 	135
AgBAL029	 Pop_0 	Agerm1_12 	123 	123
AgBAL030	 Pop_0 	Agerm1_12 	135 	135
AgBAL032	 Pop_0 	Agerm1_12 	125 	125
AgBMR005	 Pop_0 	Agerm1_12 	135 	131
AgBMR006	 Pop_0 	Agerm1_12 	133 	129
AgBMR007	 Pop_0 	Agerm1_12 	137 	131
AgBMR009	 Pop_0 	Agerm1_12 	135 	135
AgBMR010	 Pop_0 	Agerm1_12 	131 	131
AgBMR011	 Pop_0 	Agerm1_12 	131 	129
AgBMR012	 Pop_0 	Agerm1_12 	133 	133
AgBMR013	 Pop_0 	Agerm1_12 	135 	131
AgBMR014	 Pop_0 	Agerm1_12 	131 	131
AgBMR016	 Pop_0 	Agerm1_12 	137 	131
AgBMR017	 Pop_0 	Agerm1_12 	131 	131
AgBMR018	 Pop_0 	Agerm1_12 	129 	127
AgBMR019	 Pop_0 	Agerm1_12 	135 	133
AgBMR020	 Pop_0 	Agerm1_12 	133 	129
AgBMR021	 Pop_0 	Agerm1_12 	131 	131
AgBMR022	 Pop_0 	Agerm1_12 	131 	129
AgBMR023	 Pop_0 	Agerm1_12 	131 	129
AgBMR024	 Pop_0 	Agerm1_12 	133 	131
AgBMR025	 Pop_0 	Agerm1_12 	131 	123
AgBMR026	 Pop_0 	Agerm1_12 	131 	129
AgBMR027	 Pop_0 	Agerm1_12 	131 	129
AgBMR029	 Pop_0 	Agerm1_12 	131 	131
AgBMR030	 Pop_0 	Agerm1_12 	137 	133
AgBMR031	 Pop_0 	Agerm1_12 	131 	131
AgBMR032	 Pop_0 	Agerm1_12 	133 	131
AgBMR033	 Pop_0 	Agerm1_12 	135 	123
AgBMR034	 Pop_0 	Agerm1_12 	133 	133
AgBMR035	 Pop_0 	Agerm1_12 	131 	127
AgBMR036	 Pop_0 	Agerm1_12 	131 	129
AgBMR037	 Pop_0 	Agerm1_12 	131 	127
AgBMR038	 Pop_0 	Agerm1_12 	137 	135
AgBPA001	 Pop_0 	Agerm1_12 	133 	133
AgBPA002	 Pop_0 	Agerm1_12 	131 	125
AgBPA003	 Pop_0 	Agerm1_12 	137 	131
AgBPA004	 Pop_0 	Agerm1_12 	133 	135
AgBPA005	 Pop_0 	Agerm1_12 	129 	129
AgBPA006	 Pop_0 	Agerm1_12 	135 	139
AgBPA007	 Pop_0 	Agerm1_12 	135 	131
AgBPA008	 Pop_0 	Agerm1_12 	133 	135
AgBPA009	 Pop_0 	Agerm1_12 	135 	135
AgBPA010	 Pop_0 	Agerm1_12 	133 	121
AgBPA011	 Pop_0 	Agerm1_12 	133 	125
AgBPA012	 Pop_0 	Agerm1_12 	133 	133
AgBPA013	 Pop_0 	Agerm1_12 	135 	133
AgBPA014	 Pop_0 	Agerm1_12 	137 	135
AgBPA015	 Pop_0 	Agerm1_12 	133 	125
AgBPA016	 Pop_0 	Agerm1_12 	135 	133
AgBPA017	 Pop_0 	Agerm1_12 	135 	125
AgBPA018	 Pop_0 	Agerm1_12 	135 	125
AgBPA019	 Pop_0 	Agerm1_12 	135 	123
AgBPA020	 Pop_0 	Agerm1_12 	137 	135
AgBPA021	 Pop_0 	Agerm1_12 	137 	135
AgBPA022	 Pop_0 	Agerm1_12 	129 	129
AgBPA023	 Pop_0 	Agerm1_12 	135 	123
AgBPA024	 Pop_0 	Agerm1_12 	131 	129
AgBPA025	 Pop_0 	Agerm1_12 	131 	129
AgBPA026	 Pop_0 	Agerm1_12 	133 	115
AgBPA027	 Pop_0 	Agerm1_12 	131 	129
AgBPA028	 Pop_0 	Agerm1_12 	135 	133
AgBPB001	 Pop_0 	Agerm1_12 	129 	129
AgBPB002	 Pop_0 	Agerm1_12 	135 	125
AgBPB003	 Pop_0 	Agerm1_12 	133 	125
AgBPB004	 Pop_0 	Agerm1_12 	131 	129
AgBPB005	 Pop_0 	Agerm1_12 	135 	125
AgBPB006	 Pop_0 	Agerm1_12 	137 	129
AgBPB007	 Pop_0 	Agerm1_12 	123 	131
AgBPB008	 Pop_0 	Agerm1_12 	135 	133
AgBPB009	 Pop_0 	Agerm1_12 	129 	125
AgBPB010	 Pop_0 	Agerm1_12 	129 	125
AgBPB011	 Pop_0 	Agerm1_12 	129 	135
AgBPB012	 Pop_0 	Agerm1_12 	135 	125
AgBPB013	 Pop_0 	Agerm1_12 	135 	123
AgBPB014	 Pop_0 	Agerm1_12 	129 	125
AgBPB015	 Pop_0 	Agerm1_12 	129 	135
AgBPB016	 Pop_0 	Agerm1_12 	135 	141
AgBPB017	 Pop_0 	Agerm1_12 	129 	131
AgBPB018	 Pop_0 	Agerm1_12 	129 	129
AgBPB019	 Pop_0 	Agerm1_12 	131 	121
AgBPB020	 Pop_0 	Agerm1_12 	129 	127
AgBPB021	 Pop_0 	Agerm1_12 	131 	127
AgBPB022	 Pop_0 	Agerm1_12 	129 	133
AgBPB023	 Pop_0 	Agerm1_12 	129 	135
AgBPB024	 Pop_0 	Agerm1_12 	123 	125
AgBPB025	 Pop_0 	Agerm1_12 	129 	129
AgBPB026	 Pop_0 	Agerm1_12 	129 	135
AgBPB027	 Pop_0 	Agerm1_12 	127 	135
AgBTM001	 Pop_1 	Agerm1_12 	129 	129
AgBTM002	 Pop_1 	Agerm1_12 	129 	129
AgBTM003	 Pop_1 	Agerm1_12 	129 	129
AgBTM004	 Pop_1 	Agerm1_12 	129 	129
AgBTM005	 Pop_1 	Agerm1_12 	129 	129
AgBTM006	 Pop_1 	Agerm1_12 	129 	129
AgBTM007	 Pop_1 	Agerm1_12 	129 	129
AgBTM008	 Pop_1 	Agerm1_12 	129 	129
AgBTM009	 Pop_1 	Agerm1_12 	129 	129
AgBTM010	 Pop_1 	Agerm1_12 	129 	129
AgBTM011	 Pop_1 	Agerm1_12 	129 	129
AgBTM012	 Pop_1 	Agerm1_12 	129 	129
AgBTM013	 Pop_1 	Agerm1_12 	129 	129
AgBTM014	 Pop_1 	Agerm1_12 	129 	129
AgBTM015	 Pop_1 	Agerm1_12 	129 	129
AgBTM016	 Pop_1 	Agerm1_12 	129 	129
AgBTM017	 Pop_1 	Agerm1_12 	129 	129
AgBTM018	 Pop_1 	Agerm1_12 	129 	129
AgBTM019	 Pop_1 	Agerm1_12 	129 	129
AgBTM020	 Pop_1 	Agerm1_12 	129 	129
AgBTM021	 Pop_1 	Agerm1_12 	129 	129
AgBTM022	 Pop_1 	Agerm1_12 	129 	129
AgBTM023	 Pop_1 	Agerm1_12 	129 	129
AgBTM024	 Pop_1 	Agerm1_12 	129 	129
AgBTM025	 Pop_1 	Agerm1_12 	129 	129
AgBTM026	 Pop_1 	Agerm1_12 	129 	129
AgBTM027	 Pop_1 	Agerm1_12 	131 	131
AgBTM028	 Pop_1 	Agerm1_12 	131 	131
AgBTM029	 Pop_1 	Agerm1_12 	131 	131
AgBTM030	 Pop_1 	Agerm1_12 	131 	131
AgBTM031	 Pop_1 	Agerm1_12 	131 	131
AgBTM032	 Pop_1 	Agerm1_12 	131 	131
AgBPN001	 Pop_0 	Agerm1_12 	125 	125
AgBPN002	 Pop_0 	Agerm1_12 	123 	125
AgBPN003	 Pop_0 	Agerm1_12 	125 	137
AgBPN004	 Pop_0 	Agerm1_12 	123 	125
AgBPN005	 Pop_0 	Agerm1_12 	123 	123
AgBPN006	 Pop_0 	Agerm1_12 	123 	123
AgBPN007	 Pop_0 	Agerm1_12 	125 	125
AgBPN008	 Pop_0 	Agerm1_12 	123 	123
AgBPN009	 Pop_0 	Agerm1_12 	123 	129
AgBPN010	 Pop_0 	Agerm1_12 	123 	123
AgBPN011	 Pop_0 	Agerm1_12 	123 	123
AgBPN012	 Pop_0 	Agerm1_12 	123 	125
AgBPN013	 Pop_0 	Agerm1_12 	123 	123
AgBPN014	 Pop_0 	Agerm1_12 	123 	123
AgBPN015	 Pop_0 	Agerm1_12 	123 	123
AgBPN016	 Pop_0 	Agerm1_12 	125 	125
AgBPN017	 Pop_0 	Agerm1_12 	125 	129
AgBPN018	 Pop_0 	Agerm1_12 	123 	123
AgBPN019	 Pop_0 	Agerm1_12 	123 	123
AgBPN020	 Pop_0 	Agerm1_12 	125 	129
AgBPN021	 Pop_0 	Agerm1_12 	123 	125
AgBPN022	 Pop_0 	Agerm1_12 	123 	125
AgBPN023	 Pop_0 	Agerm1_12 	123 	125
AgBPN024	 Pop_0 	Agerm1_12 	123 	123
AgBPN025	 Pop_0 	Agerm1_12 	125 	125
AgBPN026	 Pop_0 	Agerm1_12 	123 	125
AgBPN027	 Pop_0 	Agerm1_12 	123 	125
AgBPN028	 Pop_0 	Agerm1_12 	123 	123
AgBPN029	 Pop_0 	Agerm1_12 	125 	129
AgBPR003	 Pop_0 	Agerm1_12 	0 	0
AgBPR004	 Pop_0 	Agerm1_12 	135 	135
AgBPR006	 Pop_0 	Agerm1_12 	123 	123
AgBPR008	 Pop_0 	Agerm1_12 	123 	125
AgBPR010	 Pop_0 	Agerm1_12 	107 	107
AgBAL001	 Pop_0 	Agerm1_14 	159 	163
AgBAL002	 Pop_0 	Agerm1_14 	165 	167
AgBAL003	 Pop_0 	Agerm1_14 	165 	169
AgBAL004	 Pop_0 	Agerm1_14 	163 	163
AgBAL005	 Pop_0 	Agerm1_14 	165 	165
AgBAL006	 Pop_0 	Agerm1_14 	165 	165
AgBAL007	 Pop_0 	Agerm1_14 	165 	165
AgBAL008	 Pop_0 	Agerm1_14 	163 	165
AgBAL010	 Pop_0 	Agerm1_14 	165 	165
AgBAL011	 Pop_0 	Agerm1_14 	165 	165
AgBAL012	 Pop_0 	Agerm1_14 	165 	167
AgBAL013	 Pop_0 	Agerm1_14 	165 	165
AgBAL014	 Pop_0 	Agerm1_14 	165 	167
AgBAL015	 Pop_0 	Agerm1_14 	169 	169
AgBAL016	 Pop_0 	Agerm1_14 	165 	165
AgBAL017	 Pop_0 	Agerm1_14 	163 	163
AgBAL018	 Pop_0 	Agerm1_14 	165 	165
AgBAL020	 Pop_0 	Agerm1_14 	165 	165
AgBAL021	 Pop_0 	Agerm1_14 	165 	159
AgBAL022	 Pop_0 	Agerm1_14 	165 	159
AgBAL023	 Pop_0 	Agerm1_14 	165 	163
AgBAL024	 Pop_0 	Agerm1_14 	165 	167
AgBAL025	 Pop_0 	Agerm1_14 	165 	169
AgBAL026	 Pop_0 	Agerm1_14 	165 	167
AgBAL027	 Pop_0 	Agerm1_14 	165 	167
AgBAL028	 Pop_0 	Agerm1_14 	165 	165
AgBAL029	 Pop_0 	Agerm1_14 	165 	165
AgBAL030	 Pop_0 	Agerm1_14 	171 	171
AgBAL032	 Pop_0 	Agerm1_14 	165 	165
AgBMR005	 Pop_0 	Agerm1_14 	165 	157
AgBMR006	 Pop_0 	Agerm1_14 	159 	173
AgBMR007	 Pop_0 	Agerm1_14 	173 	167
AgBMR009	 Pop_0 	Agerm1_14 	159 	159
AgBMR010	 Pop_0 	Agerm1_14 	157 	173
AgBMR011	 Pop_0 	Agerm1_14 	157 	159
AgBMR012	 Pop_0 	Agerm1_14 	157 	165
AgBMR013	 Pop_0 	Agerm1_14 	159 	159
AgBMR014	 Pop_0 	Agerm1_14 	159 	167
AgBMR016	 Pop_0 	Agerm1_14 	165 	171
AgBMR017	 Pop_0 	Agerm1_14 	161 	161
AgBMR018	 Pop_0 	Agerm1_14 	161 	161
AgBMR019	 Pop_0 	Agerm1_14 	165 	171
AgBMR020	 Pop_0 	Agerm1_14 	159 	161
AgBMR021	 Pop_0 	Agerm1_14 	159 	171
AgBMR022	 Pop_0 	Agerm1_14 	165 	165
AgBMR023	 Pop_0 	Agerm1_14 	157 	159
AgBMR024	 Pop_0 	Agerm1_14 	157 	165
AgBMR025	 Pop_0 	Agerm1_14 	159 	159
AgBMR026	 Pop_0 	Agerm1_14 	159 	171
AgBMR027	 Pop_0 	Agerm1_14 	167 	167
AgBMR029	 Pop_0 	Agerm1_14 	159 	159
AgBMR030	 Pop_0 	Agerm1_14 	159 	171
AgBMR031	 Pop_0 	Agerm1_14 	157 	159
AgBMR032	 Pop_0 	Agerm1_14 	157 	165
AgBMR033	 Pop_0 	Agerm1_14 	159 	171
AgBMR034	 Pop_0 	Agerm1_14 	165 	167
AgBMR035	 Pop_0 	Agerm1_14 	173 	173
